contractor_name_type,document_display_id,document_id,document_type,document_version,effective_date,note,retirement_date,title,updated_on,updated_on_sort,url
"Wellpoint Federal
(MAC - Part A, MAC - Part B)",L39863,39863,LCD,10,04/01/2026,,N/A,Artificial Intelligence Enabled CT Based Quantitative Coronary Topography (AI-QCT)/Coronary Plaque Analysis (AI-CPA),07/14/2026,20260714164154,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39863&ver=10
"Wellpoint Federal
(MAC - Part A, MAC - Part B)",L36236,36236,LCD,18,04/01/2026,,N/A,Autonomic Function Testing,07/14/2026,20260714164154,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36236&ver=18
"Wellpoint Federal
(MAC - Part A, MAC - Part B)",L33573,33573,LCD,25,04/01/2026,,N/A,B-type Natriuretic Peptide (BNP) Testing,07/14/2026,20260714164154,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33573&ver=25
"Wellpoint Federal
(MAC - Part A, MAC - Part B)",L33585,33585,LCD,34,04/01/2026,,N/A,Breast Imaging: Breast Echography (Sonography)/Breast MRI/Ductography,07/14/2026,20260714164154,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33585&ver=34
"Wellpoint Federal
(MAC - Part A, MAC - Part B)",L33557,33557,LCD,48,04/01/2026,,N/A,Cardiac Catheterization and Coronary Angiography,07/14/2026,20260714164154,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33557&ver=48
"Wellpoint Federal
(MAC - Part A, MAC - Part B)",L33559,33559,LCD,29,04/01/2026,,N/A,Cardiac Computed Tomography (CCT) and Coronary Computed Tomography Angiography (CCTA),07/14/2026,20260714164154,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33559&ver=29
"Wellpoint Federal
(MAC - Part A, MAC - Part B)",L33560,33560,LCD,36,04/01/2026,,N/A,Cardiovascular Nuclear Medicine,07/14/2026,20260714164154,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33560&ver=36
"Wellpoint Federal
(MAC - Part A, MAC - Part B)",L33558,33558,LCD,33,04/01/2026,,N/A,Cataract Extraction,07/14/2026,20260714164154,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33558&ver=33
"Wellpoint Federal
(HHH MAC)",L33393,33393,LCD,10,04/01/2026,,N/A,Hospice - Determining Terminal Status,07/14/2026,20260714145611,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33393&ver=10
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39128,39128,LCD,15,07/16/2026,,N/A,"Amniotic and Placental-Derived Product Injections and/or Applications for Musculoskeletal Indications, Non-Wound",07/10/2026,20260710150155,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39128&ver=15
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L40140,40140,LCD,6,08/30/2026,Future(Notice Ends 08/29/2026),N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,07/10/2026,20260710102728,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40140&ver=6
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L40249,40249,LCD,5,08/30/2026,Future(Notice Ends 08/29/2026),N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,07/10/2026,20260710084352,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40249&ver=5
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L40062,40062,LCD,6,08/30/2026,Future(Notice Ends 08/29/2026),N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,07/09/2026,20260709121653,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40062&ver=6
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L40060,40060,LCD,6,08/30/2026,Future(Notice Ends 08/29/2026),N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,07/09/2026,20260709121556,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40060&ver=6
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L40058,40058,LCD,7,08/30/2026,Future(Notice Ends 08/29/2026),N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,07/08/2026,20260708153202,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40058&ver=7
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36485,36485,LCD,23,07/16/2026,,N/A,MolDX: HLA-DQB1*06:02 Testing for Narcolepsy,07/08/2026,20260708103343,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36485&ver=23
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39427,39427,LCD,7,07/09/2026,,N/A,MolDX: Molecular Biomarker Testing to Guide Targeted Therapy Selection in Rheumatoid Arthritis,07/02/2026,20260702092950,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39427&ver=7
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36113,36113,LCD,25,07/09/2026,,N/A,MolDX: MGMT Promoter Methylation Analysis,07/02/2026,20260702091017,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36113&ver=25
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L33952,33952,LCD,20,12/04/2025,Retired,06/27/2026,Cardiac Event Detection,06/27/2026,20260627010034,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33952&ver=20
"Palmetto GBA
(MAC - Part A)",L34573,34573,LCD,31,01/14/2025,Retired,06/27/2026,Cardiac Event Detection,06/27/2026,20260627010034,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34573&ver=31
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L40187,40187,LCD,3,08/10/2026,(Notice Ended 08/09/2026),N/A,MolDX: Biomarker Testing in Metabolic Dysfunction-Associated Steatotic Liver Disease and Metabolic Dysfunction-Associated Steatohepatitis,06/19/2026,20260619111306,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40187&ver=3
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33610,33610,LCD,70,07/01/2026,,N/A,Intravenous Immune Globulin,06/19/2026,20260619100256,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33610&ver=70
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33794,33794,LCD,171,07/01/2026,,N/A,External Infusion Pumps,06/19/2026,20260619100046,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33794&ver=171
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L40197,40197,LCD,4,08/10/2026,(Notice Ended 08/09/2026),N/A,MolDX: Biomarker Testing in Metabolic Dysfunction-Associated Steatotic Liver Disease and Metabolic Dysfunction-Associated Steatohepatitis,06/19/2026,20260619091526,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40197&ver=4
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39938,39938,LCD,5,06/25/2026,,N/A,MolDX: Genetic Testing for Heritable Thoracic Aortic Disease,06/19/2026,20260619082450,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39938&ver=5
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L40199,40199,LCD,4,08/10/2026,(Notice Ended 08/09/2026),N/A,MolDX: Biomarker Testing in Metabolic Dysfunction-Associated Steatotic Liver Disease and Metabolic Dysfunction-Associated Steatohepatitis,06/19/2026,20260619081942,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40199&ver=4
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38678,38678,LCD,11,06/25/2026,,N/A,MolDX: Phenotypic Biomarker Detection from Circulating Tumor Cells,06/18/2026,20260618113247,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38678&ver=11
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L40272,40272,LCD,3,08/10/2026,(Notice Ended 08/09/2026),N/A,MolDX: Biomarker Testing in Metabolic Dysfunction-Associated Steatotic Liver Disease and Metabolic Dysfunction-Associated Steatohepatitis,06/18/2026,20260618112039,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40272&ver=3
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39711,39711,LCD,5,06/25/2026,,N/A,MolDX: Molecular Biomarkers for Risk Stratification of Indeterminate Pulmonary Nodules Following Bronchoscopy,06/18/2026,20260618084946,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39711&ver=5
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38686,38686,LCD,18,06/25/2026,,N/A,Implantable Continuous Glucose Monitors (I-CGM),06/18/2026,20260618084446,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38686&ver=18
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39044,39044,LCD,15,06/25/2026,,N/A,MolDX: Molecular Syndromic Panels for Infectious Disease Pathogen Identification Testing,06/18/2026,20260618084136,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39044&ver=15
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38582,38582,LCD,11,06/18/2026,,N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,06/08/2026,20260608082947,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38582&ver=11
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39658,39658,LCD,5,06/18/2026,,N/A,MolDX: Molecular Biomarkers for Risk Stratification of Indeterminate Pulmonary Nodules Following Bronchoscopy,06/08/2026,20260608082733,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39658&ver=5
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L40000,40000,LCD,4,06/18/2026,,N/A,MolDX: Non-Next Generation Sequencing Tests for the Diagnosis of BCR-ABL Negative Myeloproliferative Neoplasms,06/08/2026,20260608082421,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40000&ver=4
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L33459,33459,LCD,46,06/11/2026,,N/A,"Computerized Axial Tomography (CT), Thorax",06/03/2026,20260603101838,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33459&ver=46
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34353,34353,LCD,35,06/04/2026,,N/A,Outpatient Psychiatry and Psychology Services,05/29/2026,20260529161548,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34353&ver=35
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34049,34049,LCD,36,06/04/2026,,N/A,Outpatient Physical and Occupational Therapy Services,05/29/2026,20260529100715,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34049&ver=36
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34181,34181,LCD,28,06/04/2026,,N/A,Ophthalmic Biometry for Intraocular Lens Power Calculation,05/29/2026,20260529090829,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34181&ver=28
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34399,34399,LCD,30,06/04/2026,,N/A,Ophthalmology: Posterior Segment Imaging (Extended Ophthalmoscopy and Fundus Photography),05/29/2026,20260529090435,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34399&ver=30
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34171,34171,LCD,18,05/28/2026,,N/A,Nasal Punctum-Nasolacrimal Duct Dilation and Probing with or without Irrigation,05/22/2026,20260522123007,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34171&ver=18
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34175,34175,LCD,32,05/28/2026,,N/A,Ophthalmic Angiography (Fluorescein and Indocyanine Green),05/22/2026,20260522114525,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34175&ver=32
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L37905,37905,LCD,18,05/28/2026,,N/A,"MolDX: Envisia™, Veracyte™, Idiopathic Pulmonary Fibrosis Diagnostic Test",05/22/2026,20260522113228,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37905&ver=18
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39585,39585,LCD,5,05/28/2026,,N/A,MolDX: Molecular Biomarker Testing for Risk Stratification of Cutaneous Squamous Cell Carcinoma,05/22/2026,20260522112141,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39585&ver=5
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39650,39650,LCD,7,05/28/2026,,N/A,MolDX: Molecular Testing for Risk Stratification of Thyroid Nodules,05/22/2026,20260522111506,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39650&ver=7
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38839,38839,LCD,12,05/28/2026,,N/A,Non-Invasive Fractional Flow Reserve (FFR) for Ischemic Heart Disease,05/21/2026,20260521102447,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38839&ver=12
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38211,38211,LCD,17,05/28/2026,,N/A,Corneal Hysteresis,05/21/2026,20260521102224,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38211&ver=17
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L36000,36000,LCD,21,06/27/2024,,N/A,Percutaneous minimally invasive fusion/stabilization of the sacroiliac joint for the treatment of back pain,05/21/2026,20260521102042,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36000&ver=21
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38841,38841,LCD,20,05/28/2026,,N/A,Facet Joint Interventions for Pain Management,05/21/2026,20260521101859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38841&ver=20
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39788,39788,LCD,11,12/26/2024,,N/A,Cervical Fusion,05/21/2026,20260521101647,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39788&ver=11
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37210,37210,LCD,21,05/28/2026,,N/A,MolDX: Decision Dx-UM (Uveal Melanoma),05/21/2026,20260521101442,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37210&ver=21
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39614,39614,LCD,5,05/28/2026,,N/A,MolDX: Molecular Biomarker Testing for Risk Stratification of Cutaneous Squamous Cell Carcinoma,05/21/2026,20260521101248,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39614&ver=5
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39720,39720,LCD,7,05/28/2026,,N/A,MolDX: Molecular Testing for Risk Stratification of Thyroid Nodules,05/21/2026,20260521100936,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39720&ver=7
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33667,33667,LCD,23,10/01/2019,Retired,05/17/2026,Duplex Scan Of Lower Extremity Arteries,05/17/2026,20260517010114,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33667&ver=23
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L40205,40205,LCD,8,07/05/2026,(Notice Ended 07/04/2026),N/A,Irreversible Electroporation for Cancer,05/14/2026,20260514102932,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40205&ver=8
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38586,38586,LCD,13,05/21/2026,,N/A,MolDX: Prognostic and Predictive Molecular Classifiers for Bladder Cancer,05/11/2026,20260511130150,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38586&ver=13
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39506,39506,LCD,6,05/21/2026,,N/A,Cosmetic and Reconstructive Surgery,05/11/2026,20260511125801,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39506&ver=6
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38276,38276,LCD,12,05/14/2026,,N/A,Hypoglossal Nerve Stimulation for Obstructive Sleep Apnea,05/08/2026,20260508102408,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38276&ver=12
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L40257,40257,LCD,7,06/28/2026,(Notice Ended 06/27/2026),N/A,Temporary Nontherapeutic Ambulatory Cardiac Monitoring Devices,05/08/2026,20260508102327,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40257&ver=7
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L40244,40244,LCD,4,06/28/2026,(Notice Ended 06/27/2026),N/A,Temporary Nontherapeutic Ambulatory Cardiac Monitoring Devices,05/08/2026,20260508091037,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40244&ver=4
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39240,39240,LCD,15,04/16/2026,,N/A,Epidural Steroid Injections for Pain Management,05/07/2026,20260507151849,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39240&ver=15
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L34209,34209,LCD,43,05/14/2026,,N/A,Treatment of Varicose Veins of the Lower Extremities,05/05/2026,20260505155641,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34209&ver=43
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33832,33832,LCD,20,01/01/2024,,N/A,Tracheostomy Care Supplies,05/05/2026,20260505085818,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33832&ver=20
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L35897,35897,LCD,32,05/07/2026,,N/A,Nerve Conduction Studies and Electromyography,04/29/2026,20260429113200,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35897&ver=32
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L35249,35249,LCD,20,05/07/2026,,N/A,Nerve Blocks for Peripheral Neuropathy,04/29/2026,20260429104933,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35249&ver=20
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34195,34195,LCD,28,05/07/2026,,N/A,Mohs Micrographic Surgery,04/29/2026,20260429104448,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34195&ver=28
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39054,39054,LCD,17,04/30/2026,,N/A,Epidural Steroid Injections for Pain Management,04/21/2026,20260421135842,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39054&ver=17
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L36805,36805,LCD,27,04/30/2026,,N/A,Lab: Special Histochemical Stains and Immunohistochemical Stains,04/21/2026,20260421135112,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36805&ver=27
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38178,38178,LCD,11,04/30/2026,,N/A,MolDX: Pigmented Lesion Assay,04/21/2026,20260421134628,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38178&ver=11
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L40179,40179,LCD,7,03/01/2026,,N/A,Superficial Radiation Therapy (SRT) for the Treatment of Nonmelanoma Skin Cancers (NMSC),04/17/2026,20260417163932,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40179&ver=7
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38803,38803,LCD,17,07/17/2025,Retired,04/16/2026,Facet Joint Interventions for Pain Management,04/16/2026,20260416010049,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38803&ver=17
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39015,39015,LCD,16,04/16/2026,,N/A,Epidural Steroid Injections for Pain Management,04/10/2026,20260410161915,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39015&ver=16
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33906,33906,LCD,75,04/09/2026,,N/A,Epidural Steroid Injections for Pain Management,04/10/2026,20260410142703,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33906&ver=75
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L36920,36920,LCD,107,04/09/2026,,N/A,Epidural Steroid Injections for Pain Management,04/10/2026,20260410142624,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36920&ver=107
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L37166,37166,LCD,23,07/23/2020,,N/A,Wound Care,04/10/2026,20260410095426,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37166&ver=23
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35125,35125,LCD,77,07/23/2020,,N/A,Wound Care,04/10/2026,20260410095101,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35125&ver=77
